Latitude,Longitude
33.91,84.5603
32.5823,83.7162
32.8294,83.7165
33.592,83.924
33.5911,83.5165
33.8719,84.8459
34.4694,83.0993
32.4237,84.9085
34.0405,83.9494
34.0062,84.4373
33.792,83.6661
34.0333,84.4907
34.0262,84.3269
34.0772,84.2332
33.8084,84.601
33.569,84.4468
34.3133,83.9322
33.3355,84.3451
33.5866,84.5685
33.9488,84.5016
33.3006,84.2903
33.6643,84.2051
32.3556,83.5913
31.096,83.7764
33.8266,84.2146
33.7752,84.74
32.5232,83.5485
32.4327,83.0603
34.2095,84.3536
33.5426,84.5681
33.8101,84.7982
33.9322,84.1928
34.0654,84.1972
33.5428,84.2462
33.8718,84.467
33.8313,85.0375
33.9989,84.4312
33.9022,84.3869
30.9081,83.0411
34.0387,84.334
33.9509,84.0742
32.6359,83.7097
33.9211,84.8819
33.647,83.9119
33.7108,84.4484
33.929,83.9848
34.3264,84.1235
34.0595,83.6753
33.943,84.5646
33.9327,84.2665
34.2053,84.2111
33.052,85.0075
33.2921,84.3213
33.3983,82.0873
32.5291,84.9305
33.3976,84.2804
31.5819,84.7415
33.7904,84.8207
33.7791,84.5647
34.2584,84.0445
33.5535,84.8431
33.8871,84.5023
33.7756,83.9284
33.8543,84.6907
33.4074,84.613
34.6369,83.5176
34.18,84.4853
33.9212,84.7034
33.5034,84.6403
34.1693,83.9707
33.2711,84.2752
34.0036,84.7171
33.4274,84.0898
32.5366,85.0617
33.0451,83.9355
34.553,84.0237
34.5867,83.6508
32.385,83.6213
32.5073,84.9062
33.9339,84.3296
31.6627,84.0834
33.5782,84.0053
34.7585,84.948
33.9401,84.5814
33.8391,84.2864
33.8023,84.0592
34.1864,84.0853
32.7838,85.194
33.6602,84.1713
32.563,83.6073
33.7258,84.9585
34.8441,83.9363
33.9548,83.973
31.3866,83.401
34.0893,83.773
33.8851,84.2557
33.4493,84.3314
33.8786,84.6446
33.6049,84.461
32.4325,85.0252
33.6881,84.538
32.6052,83.6669
33.9115,84.1831
32.4082,84.552
33.7586,84.3065
33.8224,84.7674
32.0783,84.2122
31.1229,83.7764
33.6681,85.2882
33.8204,83.8683
32.7488,82.5582
34.7049,84.8367
32.9659,85.0085
34.4642,84.4246
32.8384,83.6417
33.9361,83.3184
33.9006,84.2204
34.2164,83.7737
33.7496,84.73
33.9266,84.3347
33.8668,84.5472
33.0232,84.2634
33.651,84.6318
33.72,84.2122
34.5125,83.7502
31.3743,84.9193
33.7332,84.72
32.0746,84.1738
33.3912,84.1268
33.3639,84.2901
33.9904,83.4017
33.8756,84.1171
32.7157,85.0211
33.8904,84.5008
33.6386,84.0407
34.0001,84.4917
33.4355,84.6476
33.8289,84.0437
33.7218,84.0801
33.9014,84.2125
33.5911,83.9127
31.3278,86.4248
30.9204,83.2468
34.0565,84.1513
34.137,84.0669
33.4572,83.8505
33.4522,84.0807
33.277,84.6113
33.4915,84.355
33.5172,83.9681
32.4585,84.8773
32.7335,84.9223
32.4775,84.9993
34.0935,84.062
33.7411,84.9238
33.9713,84.2034
33.9857,84.8022
33.8465,84.033
32.3699,84.5618
33.9446,84.279
33.7469,84.6086
33.6318,84.3517
33.9356,84.3395
33.6008,84.4698
33.9636,84.7866
33.9769,84.4066
35.3283,80.966
33.4081,84.637
33.5773,84.4983
34.497,84.8432
34.1061,83.8428
34.1958,83.8722
34.159,84.8847
32.4352,84.9094
33.7906,84.1572
33.8009,84.2173
32.496,84.945
33.6992,84.4733
33.6398,84.9948
33.5699,84.573
33.883,84.5095
34.7704,84.7959
34.0762,84.3027
33.8582,84.4192
34.1019,84.1546
33.6547,84.0408
34.1024,84.4385
33.9861,84.767
31.4934,83.4463
31.6818,83.642
33.9892,84.2859
32.7947,83.6895
34.0465,84.6723
31.5004,83.1794
33.9405,84.4162
34.0537,84.2245
33.7818,84.2461
31.4699,83.5594
34.3425,83.8753
34.1238,83.5914
32.4159,84.955
33.8977,83.3126
33.8975,84.2107
33.3125,84.5449
33.6796,84.6948
33.5675,83.1757
32.7742,83.7421
33.5793,84.5765
33.9162,84.6485
33.9234,84.1321
33.8928,84.5082
32.8943,83.7049
32.8521,83.7068
33.9282,84.3302
34.0878,84.0575
34.1621,84.4418
33.7533,84.1933
34.7825,84.4382
32.3399,83.592
33.4377,84.4301
34.0227,83.6913
32.6037,83.658
32.0291,82.9486
32.7887,83.7092
34.459,83.7962
32.8015,83.6651
32.6354,83.62
34.3758,83.8645
33.8794,84.2915
34.0145,84.488
34.1302,83.6786
33.9207,83.9929
32.6452,83.7099
33.8887,84.4013
30.9084,83.3557
33.8571,84.0995
32.582,83.6248
34.0493,83.9106
34.5091,83.5419
33.6526,84.496
34.1453,84.0684
33.9855,83.3578
30.7799,83.1536
33.7292,85.1439
32.506,84.9838
33.3882,84.5949
33.9373,83.5608
34.046,84.5253
33.5909,84.3565
34.4618,84.4216
32.4921,85.0139
32.3372,84.5318
32.4079,83.2944
32.6409,83.6237
32.8843,83.3484
33.5893,84.4848
33.0985,83.2411
34.3014,83.8137
31.5593,84.1722
33.5275,84.2405
31.5621,84.7422
31.5906,84.2655
30.8174,83.2623
32.6366,84.7634
33.9316,84.451
33.245,85.1635
33.7871,84.2896
31.639,84.1732
32.3172,84.517
34.0435,84.0045
31.3184,84.9444
34.1086,84.2675
31.7582,84.7954
33.8241,84.6233
33.9659,84.8019
32.6146,85.0659
33.2611,84.2603
33.5635,84.4026
32.2472,83.3038
33.2131,84.1453
33.9448,84.5351
33.7492,84.1984
31.2013,83.3589
33.4251,84.3665
32.4724,83.0011
30.9219,83.9685
33.7276,84.5459
34.4551,84.0179
33.6942,84.3569
32.504,83.6588
33.0313,85.0149
33.3663,84.7105
33.4118,84.644
33.3859,84.273
33.9395,84.4547
34.1914,83.9325
32.8022,83.6956
34.0806,84.0656
32.0791,84.2512
31.1053,83.4677
34.0454,83.9099
33.8033,84.4168
32.7122,83.6919
33.0424,85.0354
34.0638,84.2365
32.2844,83.6636
33.6226,84.2281
33.8259,84.0172
33.5893,84.5401
34.1738,84.1013
33.3911,84.7327
31.6672,84.0875
32.8375,83.6991
33.5865,84.8698
33.7385,84.1452
34.9467,85.3314
33.9644,83.3973
33.4016,84.5492
33.713,84.2986
33.8033,84.2043
34.0037,83.8901
34.4849,83.7726
33.8357,84.0667
32.6372,84.7758
32.337,83.3625
33.9759,84.3562
32.3751,83.3322
34.1136,84.0246
33.5827,84.4805
33.7078,84.2183
31.0331,84.8748
34.7649,84.9418
33.5301,84.591
33.9258,83.9053
33.8681,84.5592
32.5417,84.9093
33.4742,84.6289
34.1698,83.9753
33.9225,84.4789
33.8916,84.4958
33.8745,84.682
33.8364,84.719
33.6173,83.9515
32.8367,83.6889
33.4255,84.137
34.0262,84.7856
33.8517,84.2607
31.7445,84.1528
33.764,84.0183
34.2884,83.8533
32.4779,85.081
32.4942,85.0252
33.6039,84.4232
33.5794,84.1414
34.2205,84.3612
32.5695,83.6503
33.4783,84.2059
32.7903,83.7156
30.8616,83.2753
33.5855,85.0508
33.7959,84.2297
32.409,83.3168
32.4418,83.6715
33.4435,84.8363
32.5317,83.6732
33.5422,84.3602
33.6361,84.509
33.9589,84.4489
33.4668,84.6801
33.8232,84.0661
34.2668,84.0955
33.7373,84.8878
33.685,84.7121
34.1484,84.489
32.6344,84.7706
33.662,84.6289
34.1325,84.112
34.0443,84.2587
33.5871,84.5385
34.0766,83.8557
33.7807,83.8632
34.154,84.2658
32.636,83.6931
34.0504,84.3693
33.6138,83.9478
34.0005,83.5313
33.6038,84.6397
34.0693,84.629
34.0239,83.6373
33.7206,84.7537
33.9457,84.5146
33.8038,84.2243
32.2634,84.975
33.5497,83.9059
33.6547,84.2986
33.8473,83.8424
33.9279,83.7624
33.5912,84.6255
34.2768,84.1912
33.9074,84.3071
33.4583,84.4453
34.2163,84.4752
33.4444,84.5268
33.7511,84.361
34.0644,83.4796
33.8076,84.0555
33.0455,84.4388
31.5824,84.2557
30.4105,86.8565
34.3198,84.0696
33.7485,84.3093
34.128,84.5594
33.992,83.7361
33.9431,84.3748
33.9838,83.4532
34.1119,84.546
34.2352,84.2413
33.8796,84.4852
34.2245,84.2326
34.0358,84.4584
34.0396,84.2288
33.9432,84.733
32.6001,83.644
33.3638,84.5286
32.4909,85.1035
33.7678,84.76
34.1951,84.5394
34.1257,84.4764
34.0744,84.3594
33.6863,84.7953
33.9152,84.762
33.8374,84.4896
33.0439,85.0134
33.908,84.013
33.4612,84.6385
33.0556,85.0512
34.1331,83.7931
34.1069,84.1202
33.4931,84.6367
34.0675,84.1057
32.8092,83.7043
33.6792,84.4061
33.9203,84.8096
33.7035,84.7474
32.1797,82.5928
33.1144,84.2689
33.8838,85.0043
33.3752,84.5543
34.0702,84.039
33.8133,84.1881
33.8767,84.0513
33.838,84.4455
33.8008,84.4674
33.8697,84.3256
34.3229,84.0812
33.7207,84.1888
33.8047,83.5214
33.7841,84.1151
31.735,83.239
33.584,84.6365
34.5902,83.3255
34.0785,84.1831
33.915,84.7089
33.7508,84.9372
31.6036,84.2426
32.4796,85.1556
33.7776,84.5067
33.3776,84.6291
33.7553,84.9554
33.8168,84.7978
34.0027,84.8529
33.5276,84.3412
33.8711,84.1088
32.552,84.8879
33.365,84.7128
33.6567,84.4716
32.7091,84.9076
33.5293,84.3841
33.508,84.4712
33.5802,84.8185
33.9021,84.6012
34.3577,84.0386
33.7059,84.7002
34.2363,84.421
33.6776,83.8928
32.5676,84.9238
30.8526,83.2693
34.7606,84.9545
32.502,83.7285
33.6296,84.8544
34.0338,84.1901
34.2298,84.2247
32.101,84.2084
33.5712,84.3784
33.9576,83.3192
32.5696,83.6564
32.8459,83.438
32.8491,82.8544
33.9478,84.2611
32.8238,83.6477
33.0205,85.0424
34.0166,84.4668
30.9047,84.866
32.7911,83.6442
34.01,84.4508
34.8596,84.0128
33.5476,84.5321
34.0628,84.4105
33.9126,84.365
32.5669,83.7158
33.7328,84.387
33.9413,84.4218
32.6418,85.0187
34.0288,84.4962
33.9167,84.0107
32.5895,83.6638
31.4628,84.1047
33.9497,84.5781
32.9976,84.9605
33.7562,84.3899
33.5984,83.8882
34.0125,84.2524
34.2352,84.4919
34.0378,84.1091
33.9549,84.0485
33.8351,84.3768
33.9233,84.3343
33.854,84.4903
31.5828,84.2534
34.026,84.1332
33.8416,84.4914
32.8344,84.8018
31.5727,84.2522
31.9555,83.7912
33.7582,84.5205
34.158,84.0997
33.7779,84.573
33.8517,83.9904
33.7257,84.533
33.4442,84.1785
32.1824,83.1883
34.4888,84.9742
34.0202,84.2999
34.0286,84.3139
34.0787,84.2142
33.9015,84.5642
33.7168,84.5613
33.9984,84.2245
34.0611,84.6275
33.8499,84.8499
34.3181,83.9817
34.6028,84.4034
34.0893,84.3783
34.0178,84.4051
33.7645,84.2339
33.7809,84.2369
33.9585,84.3139
34.1255,84.4117
33.332,84.4629
31.9763,83.7732
33.8165,84.1951
33.8531,84.2849
33.8909,84.5831
33.7059,84.7362
34.2116,84.65
31.6177,84.261
34.9706,84.4542
33.9248,84.2313
33.8156,84.2791
33.8116,84.5383
33.7602,84.1198
34.4193,84.1079
34.0969,84.0054
34.0077,84.7078
34.1706,84.4528
34.0604,84.4659
33.9157,83.2817
34.0628,83.1148
31.534,83.8511
30.318,81.5717
34.2221,84.1583
30.6966,83.2438
33.1089,83.8038
33.7329,84.7676
33.9041,84.1586
33.7733,84.0857
34.7709,84.9417
34.5376,83.3283
33.7659,84.442
32.4968,83.7162
33.8334,84.3836
33.3575,84.5144
33.8919,84.4724
34.141,83.2433
34.1862,84.2429
33.9959,84.7158
33.2935,84.3007
34.7736,84.8564
32.9525,83.7611
32.636,83.7667
33.9497,84.0888
34.0058,84.433
33.5171,84.0079
34.0547,84.2113
34.0517,84.7714
33.4913,84.4002
34.7544,84.5728
32.5509,82.8751
34.6594,83.7032
33.9185,84.6541
33.8695,83.8839
34.7064,84.8813
33.6894,84.396
33.9749,84.1453
34.1372,84.3007
34.4888,83.545
34.2127,84.3793
33.9128,84.1703
33.9785,84.7079
34.1315,84.2951
32.8518,83.7656
33.8092,84.2068
33.8152,84.3167
33.9277,84.3829
34.0416,84.0915
33.3931,84.1832
33.6844,84.2631
34.2854,83.7829
32.7349,83.6954
33.8173,84.5489
34.7698,84.4927
33.9781,84.6348
33.6279,84.3127
33.8283,84.3477
32.5372,84.4838
34.4568,83.5893
33.6669,84.3979
33.9101,84.2966
34.411,83.6074
34.0811,84.3929
34.5025,83.9093
32.5505,84.8877
34.0455,84.4591
33.5475,84.2152
33.3836,83.8971
33.9452,84.1147
34.2038,84.1522
34.965,83.8948
34.0744,84.514
33.8544,83.4223
34.543,83.7464
32.5296,85.0012
33.3199,83.3853
33.7084,84.142
32.5943,82.9079
33.9841,84.1827
33.215,84.2651
33.9227,83.9175
32.8126,85.1714
33.6987,84.1659
33.9181,83.3362
33.7545,84.5163
33.3943,84.2828
34.0867,83.9557
33.8276,83.9043
34.1235,84.0389
33.8909,84.3339
33.8933,84.2442
33.7352,84.2206
33.7705,83.7218
34.2363,84.4168
33.5825,84.3225
33.6822,84.225
32.5533,82.9299
33.7863,84.044
33.9097,84.1525
33.7673,84.0793
32.6198,83.6975
34.0003,84.387
33.8683,83.1331
34.4448,83.947
31.6038,84.1218
33.9869,83.8907
33.2852,84.3464
33.9539,84.8319
33.6289,84.0344
33.8862,84.0441
33.6501,84.4963
34.0653,84.0584
30.9924,83.3625
31.749,84.7303
33.704,84.7375
33.8186,84.2334
34.1248,84.1202
33.4231,84.2921
30.925,83.2373
33.2937,84.315
33.9871,84.7736
33.9274,84.3751
33.8123,84.3654
33.3047,83.9528
34.0525,84.4006
33.0508,85.0345
33.8151,84.2451
32.3902,84.9429
31.4701,84.1178
34.7761,84.7396
33.9704,84.4471
34.0303,84.6915
34.2873,83.8281
34.0821,84.7211
32.4123,84.9172
32.5662,82.9249
34.1238,83.4534
32.8707,85.1708
33.843,84.8497
33.4531,84.4381
33.9068,84.1979
33.7641,84.9472
32.5005,84.9702
34.0662,84.6896
33.0051,82.8094
32.5338,84.9957
33.9638,83.59
34.0167,84.4669
33.5486,84.4036
34.4699,83.464
33.7414,84.5198
34.0294,84.3782
33.885,84.2559
33.6672,84.0682
34.8029,84.7333
34.1491,84.0885
33.8944,84.1806
33.8459,84.3317
34.0863,83.9495
33.9578,84.1877
33.1891,84.8936
33.5059,84.3778
34.7858,85.0519
33.788,84.3821
33.6796,84.616
32.5257,84.8861
33.0156,84.3302
33.5923,84.2446
33.7868,84.2855
33.3379,84.178
34.8695,84.3072
33.2876,84.5665
33.6997,84.5009
33.7491,84.5012
33.6668,84.9694
31.5688,84.1732
32.4494,84.9643
34.7311,84.8239
33.8559,84.8202
33.136,83.2451
33.8733,83.4604
33.4216,84.6403
33.9465,84.3729
34.0676,83.9264
32.0806,82.4775
33.9452,84.5638
34.3233,83.5743
32.0275,83.9415
33.8852,84.1664
34.2628,84.2006
34.1584,84.48
32.8667,83.5474
32.684,84.7446
33.8616,83.4422
32.0832,84.2533
33.8994,83.9644
30.8439,83.2664
33.6778,84.2372
34.5408,84.0753
34.6867,84.7278
33.454,84.467
32.6408,85.0168
33.8724,84.6546
32.0696,84.2284
33.9698,84.3589
31.4091,83.0143
34.1161,83.8677
34.494,83.5387
33.4178,84.1248
34.0699,84.3756
33.7272,84.359
33.8064,84.7431
33.8228,84.2757
32.6888,84.524
33.3687,84.8222
31.642,83.2734
34.1234,84.1817
34.0156,84.3125
33.9274,84.3322
33.0271,84.2018
34.4991,84.0294
33.7949,84.2099
33.8847,83.4018
33.6781,84.8477
33.8164,84.558
33.4442,84.6337
33.8203,83.8688
34.2213,84.2218
33.8701,84.8585
31.152,81.3703
32.5591,83.7548
33.8931,84.3453
33.8028,84.3503
33.5068,84.1985
33.8337,84.2753
31.5648,84.1963
32.1602,83.3375
33.8217,84.1748
34.0742,83.9277
33.7851,84.6364
32.4928,85.0814
33.7189,85.0126
31.5697,84.2257
32.3793,82.6
34.3325,84.2178
32.9893,83.5761
31.7287,84.1751
33.93,83.9774
34.3482,83.0139
34.5613,83.3521
33.7993,84.3976
32.5395,84.9115
33.7462,84.4384
33.7848,84.7052
33.8563,84.4748
34.0763,84.5087
33.7233,84.4499
32.5583,83.6673
33.8417,84.5834
31.4337,83.5104
32.9212,85.0714
32.4034,84.9195
34.0058,84.1208
32.534,84.8687
34.0652,84.0764
34.95,83.3728
33.981,84.449
33.7283,84.1856
33.6069,84.4341
33.287,82.9657
34.0501,84.5828
33.6751,84.4732
33.9024,84.4004
33.4266,84.8138
34.3687,84.5055
33.9961,84.2817
34.3315,83.4734
33.7896,84.775
32.1557,84.0953
34.686,83.4262
31.4747,82.874
33.8794,84.4046
34.1337,84.2699
31.57,84.1168
32.4078,82.931
34.2664,83.7394
34.0954,84.4367
33.4897,84.5992
34.1883,84.1898
34.2152,84.1767
33.5617,84.6233
34.031,84.0985
33.9086,84.4661
33.8898,84.4821
31.8742,85.1465
33.8447,84.0464
33.9698,84.457
33.8735,83.9351
33.8877,84.5219
33.7643,84.2339
32.345,84.5324
34.0445,83.7667
33.6882,84.6641
33.3203,84.2085
34.5278,84.923
33.7081,84.3591
33.879,84.4014
33.8873,83.9672
33.7591,84.3654
33.8636,84.6184
33.8606,84.2936
33.7787,84.7605
33.892,84.2087
34.1508,84.2768
33.7997,84.1677
32.5447,84.8657
34.2619,84.252
34.1074,84.0779
33.2602,84.5934
33.7805,84.3461
33.2007,84.3325
33.3134,83.9844
33.7454,84.3233
34.1192,84.0106
33.5109,84.4002
33.8339,84.4907
33.8529,84.3354
34.2196,84.5291
32.6105,83.6622
32.952,82.7512
32.3094,83.9787
31.9812,83.7892
33.7437,84.1874
33.8341,85.0109
32.3927,84.9292
33.809,83.9692
33.9584,84.0809
32.5927,83.6781
33.975,84.8133
34.1752,84.1937
32.5795,83.8924
32.5649,83.8967
34.9088,85.0274
34.2133,84.5425
34.3624,83.6271
34.1867,84.249
34.1228,83.8644
32.6396,83.6279
31.4118,83.3288
33.7937,84.7188
33.9014,84.3433
34.2627,83.8455
31.6501,83.3769
33.9161,84.4736
34.2323,84.4256
33.7634,84.3219
33.8924,84.0059
34.0776,84.0748
33.6107,84.0213
34.0202,84.778
34.1843,84.4967
33.9872,84.2169
34.7471,84.9665
33.8431,84.1217
33.7682,84.9166
33.8943,84.5279
34.3184,84.5659
34.6207,83.5817
31.5524,84.1254
33.5344,84.2399
33.819,83.7769
33.9037,84.4825
30.8475,83.9796
33.843,84.5862
33.5797,83.461
33.7159,84.3745
33.7884,83.0632
34.3012,84.0934
34.1973,84.2373
32.5997,83.645
32.3925,84.9491
33.8278,85.0134
33.6799,83.7927
33.9489,84.6417
34.143,84.1991
33.997,84.3444
33.0165,83.519
34.5667,83.4678
33.4475,84.1017
34.4596,83.506
34.4876,84.0985
34.0898,84.6805
34.5122,83.5312
34.1323,84.0195
32.2268,83.0448
34.0458,84.2471
32.786,83.6624
31.5234,83.831
33.8206,84.9814
33.045,85.0209
33.4591,84.6308
33.962,84.1672
34.1356,84.304
33.3673,84.7366
33.5366,85.3609
32.3402,83.5506
34.1703,84.1143
31.0741,83.2121
34.5028,84.962
34.1163,84.0575
34.4378,83.8994
34.1611,84.0467
33.4822,84.6405
33.7543,84.4247
33.8327,84.482
33.8805,84.4009
33.2355,84.3099
33.7759,84.7332
33.6795,84.2086
33.6393,84.6022
33.0123,85.1374
33.8595,83.416
33.9232,82.9656
33.6001,83.9905
34.2475,84.4827
34.1205,83.9559
33.9914,84.0403
33.8922,84.1672
34.812,84.9519
34.5799,83.3173
33.8755,84.2338
33.9165,84.9855
34.276,83.8509
34.1985,84.0678
33.4354,84.3937
33.4444,84.5407
34.2809,83.8604
34.3017,83.5424
33.4472,84.4475
34.0958,83.6997
33.9509,83.5037
33.8064,84.1786
34.3163,83.8358
31.6583,84.2729
33.9069,84.4691
34.0068,84.7189
33.4171,83.6304
33.0608,83.6089
32.642,83.7147
33.6673,84.8914
34.2972,85.2299
33.9311,84.5618
33.6626,84.6255
34.5071,84.5206
33.9155,83.9844
33.9705,84.8252
34.2806,84.4898
32.5081,85.1408
33.9488,84.4979
32.7629,84.8768
32.5529,82.6669
33.7235,84.1889
33.7197,84.4262
33.5608,84.6083
32.513,82.8977
33.8705,83.935
33.817,84.2375
33.777,84.0187
33.9432,84.4599
33.893,84.2068
34.3775,84.3685
33.7712,84.3304
33.7659,85.1901
32.5483,83.8234
34.1078,84.5865
33.8297,83.6392
33.7855,84.1701
34.2685,83.7384
34.2425,83.9029
34.8269,84.7845
34.5319,83.6712
33.6421,84.9252
32.2587,84.9678
33.3976,84.308
33.9315,84.1932
34.2727,83.8641
31.2759,82.3178
33.85,84.2172
31.6149,84.1998
32.1274,84.2579
33.525,84.2558
33.8803,84.2306
34.0463,84.3557
34.8593,85.068
33.9505,84.2511
33.5989,84.4386
33.7219,84.5615
34.0902,84.2839
33.5115,84.4013
31.5993,84.1869
34.039,84.2521
32.6261,83.7101
33.7815,84.1588
33.1504,84.5404
33.5902,84.4865
33.8156,84.3512
31.9563,83.7771
33.5926,85.0553
33.9971,84.4973
33.7556,84.2395
33.9989,84.4427
34.3995,84.3881
33.6162,84.8865
30.9098,84.6314
31.4731,83.4949
33.7096,84.3287
31.6011,84.2007
34.141,84.0288
34.2875,83.86
34.1618,84.2833
33.8369,84.3574
33.6823,84.6223
33.927,83.7331
34.0305,83.9227
34.6225,84.8627
33.8637,84.6189
33.8251,84.3326
33.8706,84.583
33.4778,84.7588
34.0547,84.2194
34.1185,84.0752
34.0477,84.2171
34.1172,84.6823
33.6655,84.2443
34.3368,84.0969
33.932,84.5032
33.9997,84.5467
33.7396,84.1888
34.0847,83.7246
33.9802,84.093
33.7088,84.6996
33.8878,84.4759
33.9528,84.0831
33.8936,84.2951
34.8919,84.9649
33.8675,83.8642
33.5222,85.2492
32.4969,84.943
34.0383,84.6684
33.7749,85.3552
34.0473,84.2512
33.7171,84.7818
33.8922,84.7107
34.196,84.5427
34.3465,84.2929
33.8595,83.9942
32.8452,83.6902
32.752,83.6683
34.0193,84.1552
33.4523,84.4728
33.8593,83.8395
33.6057,84.5254
34.0066,84.7141
33.8564,83.8817
33.8196,84.4202
33.9222,84.0545
33.0884,84.0221
33.917,84.4551
32.8523,83.3007
33.8193,84.0615
31.825,84.406
33.5695,84.2466
33.6674,84.5123
31.4642,83.487
33.8818,84.5408
33.7284,84.1858
31.9449,83.4562
34.0382,84.6215
32.0565,84.2702
33.2318,84.8536
33.9057,84.7738
34.2825,83.7851
33.4395,84.3316
33.7501,84.2868
34.0911,84.3565
33.7427,84.1513
33.7543,84.4939
34.0501,84.2047
32.6332,83.6206
32.4873,85.0669
34.2685,84.0689
34.2315,84.4827
33.9141,84.3306
34.2875,83.825
34.7679,84.9454
34.1694,84.2709
33.5781,84.4915
33.4418,84.5521
33.8415,83.9193
34.0381,84.4746
33.7954,83.7297
34.7694,84.7866
32.63,84.7731
33.7558,84.4888
33.9456,83.7771
33.3667,84.7894
33.8994,84.5597
33.6876,84.7962
33.9822,84.6742
33.9915,83.3577
31.5133,82.9377
33.3375,84.5239
34.2544,83.3844
34.0195,84.2539
33.8767,84.6883
33.4725,84.0577
31.5764,82.5584
32.4302,84.9137
32.6496,83.6974
30.7901,83.1909
33.9286,84.6497
33.7669,84.3004
32.5561,84.0945
34.3431,84.1868
34.7412,84.9784
32.0942,83.5238
34.1449,84.5871
34.287,83.8476
33.9416,84.4938
34.1148,84.0997
34.0113,84.012
33.5796,84.3448
34.5655,83.1997
33.9009,84.1941
34.1015,84.471
32.1121,84.256
33.6038,83.4718
33.9215,84.8255
34.8105,84.7803
34.624,83.5381
33.7973,84.1092
32.3957,83.3679
34.2286,84.0859
33.8225,84.2933
34.265,83.8735
33.9365,84.1043
33.929,84.5599
34.506,83.5481
33.604,84.2759
33.4973,83.1827
32.4749,84.9891
31.0438,82.7455
33.8146,84.7256
32.5563,84.9861
34.1011,84.4418
32.5809,83.6197
34.0936,84.5174
32.4129,84.9149
34.1012,84.2724
34.1233,83.9094
32.4392,84.9338
34.1633,83.9707
33.0078,85.1066
32.4148,84.9316
31.2353,83.7727
32.5687,84.9174
32.7539,83.7669
34.4429,84.3041
33.7821,83.9185
32.4817,82.701
33.6262,85.1329
33.9233,84.7094
33.9164,84.2816
32.467,85.0127
33.5231,84.2521
32.5373,83.0713
32.5705,83.6685
33.9007,84.1758
34.1143,82.852
33.862,84.4177
33.882,84.6845
33.7328,84.0124
34.0998,84.2324
34.1119,84.541
32.8388,83.7602
33.9086,83.5099
33.5328,84.3791
34.0018,84.1254
33.7262,84.3956
33.8887,84.2688
33.7729,84.172
30.9615,83.962
33.4313,86.7611
33.5857,84.2982
34.2168,83.7805
34.0802,84.4648
33.7661,83.7973
33.9755,84.7325
34.2054,83.6319
34.0584,84.4571
33.581,84.5281
31.5935,84.1342
34.0982,84.2946
34.2768,83.8707
34.5965,83.5643
33.8944,84.8139
34.4144,84.1129
33.4015,84.2017
32.6157,83.6134
33.4966,84.4019
33.7508,84.1995
32.3802,82.9982
33.84,83.9242
34.0542,84.6228
33.6388,84.3627
34.4327,83.5085
33.7542,84.4909
32.8273,83.6668
32.5302,84.9059
32.8462,83.6647
33.8545,83.9919
33.5379,84.3912
33.8924,83.9693
32.8033,83.693
32.6216,83.8231
32.4663,84.8918
33.0516,83.2285
34.5616,84.9801
33.7994,83.7349
33.3268,83.4026
32.8674,83.5916
33.9448,83.5046
33.7418,84.3702
34.8332,83.4344
33.7006,84.4507
33.7992,83.7308
34.1376,83.8631
34.9552,83.4083
33.7153,84.7512
32.5657,83.6557
33.4546,84.351
33.713,84.2984
33.6789,84.0214
33.8366,84.3872
32.5467,83.6117
34.1598,84.1142
32.196,84.1481
32.4789,85.0797
33.9704,83.7542
33.3689,84.4265
31.7215,83.2587
34.0698,84.4848
33.9362,84.7124
33.6845,84.4665
32.5342,84.9234
34.0834,83.8866
33.8497,84.1544
33.7769,84.0541
33.3859,84.5237
33.6087,84.4741
33.7633,84.0132
33.6694,84.2847
31.5725,84.1525
34.9466,85.3315
33.5248,84.5661
33.9868,84.4179
33.6609,84.5567
33.9098,84.0719
33.9447,84.5351
34.0793,84.3148
33.6638,84.7617
34.7575,85.1004
34.0816,84.3622
33.9805,84.6796
34.3075,83.8443
34.0537,84.6229
33.8165,84.0399
33.7199,84.2421
34.5092,83.7437
34.1991,84.547
33.8358,84.0935
33.5085,84.2475
34.1604,83.8411
33.7798,84.2845
33.5311,84.319
31.5678,84.0969
32.4491,84.911
34.3175,83.9568
33.8686,84.4126
34.0442,84.572
33.8966,84.2792
33.6949,84.1041
33.959,84.499
33.9846,83.3556
34.2193,84.5441
33.8609,84.3046
33.7272,84.7056
33.6812,84.6998
32.5808,82.9342
33.5939,85.0565
31.495,84.2339
32.764,83.8764
32.8318,83.7001
32.8551,83.7781
33.4038,84.6549
33.9038,84.236
32.5696,84.8092
33.7482,84.3881
33.9239,84.0284
32.4803,84.9766
32.3584,84.956
33.6977,84.2834
34.4473,83.6082
34.596,84.4596
33.6161,84.8906
30.8156,83.5187
33.7456,84.2643
33.2117,84.184
33.5763,84.3166
33.2844,85.1081
34.1254,83.8369
34.4442,84.588
33.8858,84.1895
34.07,84.2166
34.0802,84.3181
34.1703,84.5709
34.14,84.5541
31.7188,85.0568
34.0909,83.944
33.6215,84.9895
33.9445,85.9933
33.7494,85.4711
33.8474,84.2083
33.9864,84.7007
34.0316,84.6245
33.7929,84.3835
33.4664,84.4543
33.9242,85.0029
34.2108,84.5411
34.0702,84.3661
34.0823,84.5776
33.3477,84.0842
33.3826,84.7743
34.7699,84.9511
33.253,84.2537
33.8759,84.8405
34.0827,84.1795
30.7026,84.1254
